id,category,name,type,description,folder,file_count,status,github_url,branch,created_date,last_updated
18,Agents,Long_Task_Memory_Protocol,file,Agent instructions: Long_Task_Memory_Protocol.md,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Long_Task_Memory_Protocol.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
19,Agents,Post-hoc Analyzer Agent,file,Agent instructions: Post-hoc Analyzer Agent.md,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Post-hoc Analyzer Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
20,Agents,README,file,Agent instructions: README.md,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/README.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
21,Agents,Self_Challenge_Devils_Advocate_Agent,file,Agent instructions: Self_Challenge_Devils_Advocate_Agent.md,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Self_Challenge_Devils_Advocate_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
22,Agents,Skilled_Biography_Interviewer_Agent,file,Agent instructions: Skilled_Biography_Interviewer_Agent.md,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Skilled_Biography_Interviewer_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
23,Agents,Wiki_Knowledge_Management_Agent,file,Agent instructions: Wiki_Knowledge_Management_Agent.md,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Wiki_Knowledge_Management_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
24,Agents,arch-usb-agent-instructions,file,Agent instructions: arch-usb-agent-instructions.md,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/arch-usb-agent-instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
25,Agents,email-agent,file,Agent instructions: email-agent.md,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/email-agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
26,Agents,holistic_stability_orchestrator_refined_prompt_v1,file,Agent instructions: holistic_stability_orchestrator_refined_prompt_v1.md,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/holistic_stability_orchestrator_refined_prompt_v1.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
27,Config,GIF_MD.MD,file,Configuration: GIF_MD.MD.md,config,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/config/GIF_MD.MD.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
28,Config,JSON Schemas.MD,file,Configuration: JSON Schemas.MD.md,config,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/config/JSON Schemas.MD.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
29,Config,README,file,Configuration: README.md,config,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/config/README.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
30,Config,skills_manifest,file,Configuration: skills_manifest.json,config,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/config/skills_manifest.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
31,Config,update.MD,file,Configuration: update.MD.md,config,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/config/update.MD.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
32,Docs,_INDEX,file,Documentation: _INDEX.md,docs,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/docs/_INDEX.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
33,Docs-Archives,skills_export_2026-06-18.zip,file,Documentation: skills_export_2026-06-18.zip,docs/archives,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/docs/archives/skills_export_2026-06-18.zip,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
34,Docs-Reports,Consolidated_Skills_Summary,file,Documentation: Consolidated_Skills_Summary.md,docs/reports,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/docs/reports/Consolidated_Skills_Summary.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
35,Docs-Reports,Skills_Update_Summary_2026-07-04,file,Documentation: Skills_Update_Summary_2026-07-04.md,docs/reports,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/docs/reports/Skills_Update_Summary_2026-07-04.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
36,Docs-Trackers,AI_Agent_Skills_Organization_2026-07-26,file,Documentation: AI_Agent_Skills_Organization_2026-07-26.csv,docs/trackers,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/docs/trackers/AI_Agent_Skills_Organization_2026-07-26.csv,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
37,Evaluation,Domain_Skills_Audit_2026-07-05,file,Evaluation/audit: Domain_Skills_Audit_2026-07-05.md,evaluation,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/evaluation/Domain_Skills_Audit_2026-07-05.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
38,Evaluation,"Eval Review - Review each output and leave feedback below. Navigate with arrow keys or buttons. When done, copy feedback and paste into AGENT",file,"Evaluation/audit: Eval Review - Review each output and leave feedback below. Navigate with arrow keys or buttons. When done, copy feedback and paste into AGENT.md",evaluation,1,active,"https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/evaluation/Eval Review - Review each output and leave feedback below. Navigate with arrow keys or buttons. When done, copy feedback and paste into AGENT.md",claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
39,Evaluation,Evaluate expectations against an execution transcript and outputs.MD,file,Evaluation/audit: Evaluate expectations against an execution transcript and outputs.MD.md,evaluation,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/evaluation/Evaluate expectations against an execution transcript and outputs.MD.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
40,Evaluation,QC_Upgrade_Report_2026-07-06,file,Evaluation/audit: QC_Upgrade_Report_2026-07-06.md,evaluation,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/evaluation/QC_Upgrade_Report_2026-07-06.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
41,Evaluation,README,file,Evaluation/audit: README.md,evaluation,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/evaluation/README.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
42,Evaluation,wordpress-audit-2026-07-11,file,Evaluation/audit: wordpress-audit-2026-07-11.md,evaluation,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/evaluation/wordpress-audit-2026-07-11.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
43,Evaluation,wordpress-security-context-2026-07-11,file,Evaluation/audit: wordpress-security-context-2026-07-11.md,evaluation,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/evaluation/wordpress-security-context-2026-07-11.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
44,Guides,04_FREE_AI_TOOLS_GUIDE,file,Guide/tutorial: 04_FREE_AI_TOOLS_GUIDE.md,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/04_FREE_AI_TOOLS_GUIDE.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
45,Guides,"Always use supporting extensions, and local software, delete cache and bloats, focus on efficiency, precheck.",file,"Guide/tutorial: Always use supporting extensions, and local software, delete cache and bloats, focus on efficiency, precheck..md",guides,1,active,"https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/Always use supporting extensions, and local software, delete cache and bloats, focus on efficiency, precheck..md",claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
46,Guides,README,file,Guide/tutorial: README.md,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/README.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
47,Guides,always study and screate scripts for automation a big task,file,Guide/tutorial: always study and screate scripts for automation a big task.md,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/always study and screate scripts for automation a big task.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
48,Guides,"always take advantage of other copilot within vs studio, local lm ; always check official documentations",file,"Guide/tutorial: always take advantage of other copilot within vs studio, local lm ; always check official documentations.md",guides,1,active,"https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/always take advantage of other copilot within vs studio, local lm ; always check official documentations.md",claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
49,Guides,doc-coauthoring.MD,file,Guide/tutorial: doc-coauthoring.MD.md,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/doc-coauthoring.MD.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
50,Guides,nxtpaper-mode-arch-kde-deep-guide,file,Guide/tutorial: nxtpaper-mode-arch-kde-deep-guide.md,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/nxtpaper-mode-arch-kde-deep-guide.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
51,Guides,open automatically browser to do live research,file,Guide/tutorial: open automatically browser to do live research.md,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/open automatically browser to do live research.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
52,Projects,sourov-2.1-preview.html,file,Project asset: sourov-2.1-preview.html,projects/website-redesign,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/projects/website-redesign/sourov-2.1-preview.html,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
53,Projects,sourov-theme-2.1.0.zip,file,Project asset: sourov-theme-2.1.0.zip,projects/website-redesign,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/projects/website-redesign/sourov-theme-2.1.0.zip,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
54,Prompts,README,file,Prompt definition: README.md,prompts,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/prompts/README.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
55,Prompts,frontend-design.instructions,file,Prompt definition: frontend-design.instructions.md,prompts/frontend-design,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/prompts/frontend-design/frontend-design.instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
56,Prompts,frontend-design.prompt,file,Prompt definition: frontend-design.prompt.json,prompts/frontend-design,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/prompts/frontend-design/frontend-design.prompt.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
57,Prompts,legal-agent.instructions,file,Prompt definition: legal-agent.instructions.md,prompts/legal-agent,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/prompts/legal-agent/legal-agent.instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
58,Prompts,legal-agent.prompt,file,Prompt definition: legal-agent.prompt.json,prompts/legal-agent,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/prompts/legal-agent/legal-agent.prompt.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
59,Prompts,socratic-self-review.instructions,file,Prompt definition: socratic-self-review.instructions.md,prompts/socratic-self-review,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/prompts/socratic-self-review/socratic-self-review.instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
60,Prompts,socratic-self-review.prompt,file,Prompt definition: socratic-self-review.prompt.json,prompts/socratic-self-review,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/prompts/socratic-self-review/socratic-self-review.prompt.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
61,Skills,README,file,Skill definition: README.md,skills,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/README.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
62,Skills,SKILL,file,Skill definition: SKILL.md,skills/ai-agent-file-scraper,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/ai-agent-file-scraper/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
63,Skills,SKILL,file,Skill definition: SKILL.md,skills/alzheimers-adhd-daily-support,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/alzheimers-adhd-daily-support/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
64,Skills,evals,file,Skill definition: evals.json,skills/alzheimers-adhd-daily-support/evals,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/alzheimers-adhd-daily-support/evals/evals.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
65,Skills,SKILL,file,Skill definition: SKILL.md,skills/api-reference,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/api-reference/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
66,Skills,SKILL,file,Skill definition: SKILL.md,skills/biography-interview-kit-private-master,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/biography-interview-kit-private-master/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
67,Skills,evals,file,Skill definition: evals.json,skills/biography-interview-kit-private-master/evals,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/biography-interview-kit-private-master/evals/evals.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
68,Skills,SKILL,file,Skill definition: SKILL.md,skills/biography-interview-kit-public,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/biography-interview-kit-public/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
69,Skills,evals,file,Skill definition: evals.json,skills/biography-interview-kit-public/evals,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/biography-interview-kit-public/evals/evals.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
70,Skills,SKILL,file,Skill definition: SKILL.md,skills/biography-memoir-system,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/biography-memoir-system/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
71,Skills,evals,file,Skill definition: evals.json,skills/biography-memoir-system/evals,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/biography-memoir-system/evals/evals.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
72,Skills,interview-methodology,file,Skill definition: interview-methodology.md,skills/biography-memoir-system/references,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/biography-memoir-system/references/interview-methodology.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
73,Skills,SKILL,file,Skill definition: SKILL.md,skills/brainstorming-matrix,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/brainstorming-matrix/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
74,Skills,SKILL,file,Skill definition: SKILL.md,skills/cambridge-writer,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/cambridge-writer/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
75,Skills,cambridge-writer.instructions,file,Skill definition: cambridge-writer.instructions.md,skills/cambridge-writer,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/cambridge-writer/cambridge-writer.instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
76,Skills,cambridge-writer.prompt,file,Skill definition: cambridge-writer.prompt.json,skills/cambridge-writer,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/cambridge-writer/cambridge-writer.prompt.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
77,Skills,evals,file,Skill definition: evals.json,skills/cambridge-writer/evals,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/cambridge-writer/evals/evals.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
78,Skills,SKILL,file,Skill definition: SKILL.md,skills/content-research-writer,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/content-research-writer/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
79,Skills,SKILL,file,Skill definition: SKILL.md,skills/data-analysis,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/data-analysis/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
80,Skills,data-analysis.instructions,file,Skill definition: data-analysis.instructions.md,skills/data-analysis,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/data-analysis/data-analysis.instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
81,Skills,data-analysis.prompt,file,Skill definition: data-analysis.prompt.json,skills/data-analysis,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/data-analysis/data-analysis.prompt.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
82,Skills,SKILL,file,Skill definition: SKILL.md,skills/deep-brainstorm,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/deep-brainstorm/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
83,Skills,deep-brainstorm.instructions,file,Skill definition: deep-brainstorm.instructions.md,skills/deep-brainstorm,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/deep-brainstorm/deep-brainstorm.instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
84,Skills,deep-brainstorm.prompt,file,Skill definition: deep-brainstorm.prompt.json,skills/deep-brainstorm,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/deep-brainstorm/deep-brainstorm.prompt.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
85,Skills,evidence-based-variant,file,Skill definition: evidence-based-variant.md,skills/deep-brainstorm/references,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/deep-brainstorm/references/evidence-based-variant.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
86,Skills,methods-registry,file,Skill definition: methods-registry.md,skills/deep-brainstorm/references,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/deep-brainstorm/references/methods-registry.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
87,Skills,SKILL,file,Skill definition: SKILL.md,skills/defense-in-depth-hardening,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/defense-in-depth-hardening/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
88,Skills,SKILL,file,Skill definition: SKILL.md,skills/dual-biography-interview-skill-v2,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/dual-biography-interview-skill-v2/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
89,Skills,evals,file,Skill definition: evals.json,skills/dual-biography-interview-skill-v2/evals,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/dual-biography-interview-skill-v2/evals/evals.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
90,Skills,SKILL,file,Skill definition: SKILL.md,skills/empathetic-listening,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/empathetic-listening/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
91,Skills,evals,file,Skill definition: evals.json,skills/empathetic-listening/evals,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/empathetic-listening/evals/evals.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
92,Skills,SKILL,file,Skill definition: SKILL.md,skills/empathic-listening-psychology,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/empathic-listening-psychology/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
93,Skills,empathic-listening-psychology.instructions,file,Skill definition: empathic-listening-psychology.instructions.md,skills/empathic-listening-psychology,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/empathic-listening-psychology/empathic-listening-psychology.instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
94,Skills,empathic-listening-psychology.prompt,file,Skill definition: empathic-listening-psychology.prompt.json,skills/empathic-listening-psychology,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/empathic-listening-psychology/empathic-listening-psychology.prompt.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
95,Skills,evals,file,Skill definition: evals.json,skills/empathic-listening-psychology/evals,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/empathic-listening-psychology/evals/evals.json,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
96,Skills,SKILL,file,Skill definition: SKILL.md,skills/epub-pdf-analyzer,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/epub-pdf-analyzer/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
