id,category,name,type,description,folder,file_count,status,github_url,branch,created_date,last_updated
47,skills,universal-upgrade,skill_package,Universal content upgrade skill with instructions,skills/universal-upgrade,2,active,https://github.com/sourovdeb/ai_agent_skills/tree/claude/jolly-fermi-gkbw49/skills/universal-upgrade,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
48,skills,using-git-worktrees,skill_package,Git worktrees usage and management skill,skills/using-git-worktrees,1,active,https://github.com/sourovdeb/ai_agent_skills/tree/claude/jolly-fermi-gkbw49/skills/using-git-worktrees,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
49,skills,web-asset-generator,skill_package,Web asset generation skill,skills/web-asset-generator,1,active,https://github.com/sourovdeb/ai_agent_skills/tree/claude/jolly-fermi-gkbw49/skills/web-asset-generator,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
50,skills,webapp-testing-playwright,skill_package,Web application testing with Playwright,skills/webapp-testing-playwright,1,active,https://github.com/sourovdeb/ai_agent_skills/tree/claude/jolly-fermi-gkbw49/skills/webapp-testing-playwright,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
51,skills,writer-agent,skill_package,Content writing agent skill with instructions,skills/writer-agent,2,active,https://github.com/sourovdeb/ai_agent_skills/tree/claude/jolly-fermi-gkbw49/skills/writer-agent,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
52,skills,youtube-article-extractor,skill_package,YouTube video to article extraction skill,skills/youtube-article-extractor,1,active,https://github.com/sourovdeb/ai_agent_skills/tree/claude/jolly-fermi-gkbw49/skills/youtube-article-extractor,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
53,skills,ai-agent-file-scraper,skill_package,AI agent project file scraper and information extractor,skills/ai-agent-file-scraper,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/skills/ai-agent-file-scraper/SKILL.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
54,agents,README.md,readme,Agents folder index listing all 29 agents,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/README.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
55,agents,01-holistic-life-orchestrator,agent,Chief-of-staff orchestrator across all life domains,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/01-holistic-life-orchestrator.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
56,agents,02-health-stability-guardian,agent,Neurodivergence-first health guardian with veto power,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/02-health-stability-guardian.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
57,agents,03-appointment-deadline-sentinel,agent,Discovers dates and maintains deadline register with lead-time alerts,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/03-appointment-deadline-sentinel.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
58,agents,04-document-intake-analyst,agent,Ingests PDFs and letters and routes to specialist agents,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/04-document-intake-analyst.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
59,agents,05-inbox-triage-agent,agent,Gmail triage into Act/Reply/Read/Waiting/Noise with daily digest,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/05-inbox-triage-agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
60,agents,06-admin-correspondence-drafter,agent,Drafts formal FR/EN letters with bilingual output never auto-sends,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/06-admin-correspondence-drafter.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
61,agents,07-income-opportunity-scout,agent,Scouts jobs and tutoring opportunities gated on compliant CV wording,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/07-income-opportunity-scout.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
62,agents,08-content-publishing-agent,agent,WordPress drafting and scheduling with credentials by reference only,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/08-content-publishing-agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
63,agents,09-weekly-planner-prioritizer,agent,Health-first weekly plan with Top-3 today and bad-day fallback version,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/09-weekly-planner-prioritizer.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
64,agents,10-knowledge-cache-curator,agent,Central 6-section knowledge registry load first for all tasks,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/10-knowledge-cache-curator.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
65,agents,BRAINSTORM-v2-five-agents-and-workflows,agent,5-agent core design doc with email and Drive workflow chains,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/BRAINSTORM-v2-five-agents-and-workflows.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
66,agents,TWO_CORE_AGENTS,agent,Consolidated two-core system v1.0 2026-07-13,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/TWO_CORE_AGENTS.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
67,agents,AI_Agent_Core_Instructions,agent,Core Claude Code agent instructions and protocols,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/AI_Agent_Core_Instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
68,agents,Biography_Memoir_Writer_Agent,agent,Biography and memoir writing automation,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Biography_Memoir_Writer_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
69,agents,Critical_Analysis_PostHoc_Agent,agent,Post-hoc critical analysis framework,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Critical_Analysis_PostHoc_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
70,agents,Daily_Living_Productivity_Agent,agent,Daily productivity and living support,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Daily_Living_Productivity_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
71,agents,ELT365_Micro_Course_Publisher_Agent,agent,ELT micro-course publication automation,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/ELT365_Micro_Course_Publisher_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
72,agents,ELT_Teaching_Master_Agent,agent,Master ELT teaching agent for lesson planning and delivery,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/ELT_Teaching_Master_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
73,agents,Job_Application_Career_Agent,agent,Job application and career advancement automation,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Job_Application_Career_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
74,agents,Legal_Regulatory_Dossier_Agent,agent,Legal and regulatory research and dossier building,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Legal_Regulatory_Dossier_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
75,agents,Long_Task_Memory_Protocol,agent,Memory management protocol for long multi-session tasks,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Long_Task_Memory_Protocol.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
76,agents,Post-hoc_Analyzer_Agent,agent,Output evaluation and analysis against expectations,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Post-hoc%20Analyzer%20Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
77,agents,Self_Challenge_Devils_Advocate_Agent,agent,Devils advocate and self-challenge reasoning framework,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Self_Challenge_Devils_Advocate_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
78,agents,Skilled_Biography_Interviewer_Agent,agent,Biography interview specialist with elicitation techniques,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Skilled_Biography_Interviewer_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
79,agents,Wiki_Knowledge_Management_Agent,agent,Knowledge base and wiki management automation,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Wiki_Knowledge_Management_Agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
80,agents,arch-usb-agent-instructions,agent,Arch Linux USB setup and configuration automation,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/arch-usb-agent-instructions.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
81,agents,email-agent,agent,Email automation and drafting agent,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/email-agent.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
82,agents,Compare_two_outputs_AGENT,agent,Blind comparison evaluator for skill outputs,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/Compare%20two%20outputs%20WITHOUT%20knowing%20which%20skill%20produced%20them_AGENT.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
83,agents,holistic_stability_orchestrator_refined_prompt_v1,agent,Original 10-agent health-first productivity orchestrator prompt,agents,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/agents/holistic_stability_orchestrator_refined_prompt_v1.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
84,guides,README.md,readme,Guides folder index,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/README.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
85,guides,04_FREE_AI_TOOLS_GUIDE,guide,Comprehensive guide to free AI tools,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/04_FREE_AI_TOOLS_GUIDE.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
86,guides,always-use-supporting-extensions,guide,Guidance on using extensions and local software for efficiency,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/Always%20use%20supporting%20extensions%2C%20and%20local%20software%2C%20delete%20cache%20and%20bloats%2C%20focus%20on%20efficiency%2C%20precheck..md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
87,guides,always-study-and-create-scripts,guide,Guidance on creating automation scripts for large tasks,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/always%20study%20and%20screate%20scripts%20for%20automation%20a%20big%20task.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
88,guides,always-take-advantage-of-copilot,guide,Guidance on using VS Code Copilot and local LMs with official docs,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/always%20take%20advantage%20of%20other%20copilot%20within%20vs%20studio%2C%20local%20lm%20%3B%20always%20check%20official%20documentations.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
89,guides,doc-coauthoring,guide,Document co-authoring methodology guide,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/doc-coauthoring.MD.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
90,guides,nxtpaper-mode-arch-kde-deep-guide,guide,Deep guide for NXTPaper mode setup on Arch Linux with KDE,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/nxtpaper-mode-arch-kde-deep-guide.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
91,guides,open-automatically-browser-for-research,guide,Guidance on using browser for live AI research,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/open%20automatically%20browser%20to%20do%20live%20research.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
92,guides,wordpress-content-sync,guide,WordPress hourly content sync routine credential redacted per INC2671905,guides,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/guides/wordpress-content-sync.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
93,tools,README.md,readme,Tools folder index and usage guide,tools,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/tools/README.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
94,tools,aggregate_benchmark.py,tool,Benchmark aggregation script,tools,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/tools/aggregate_benchmark.py.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
95,tools,bundle-artifact.sh,tool,Artifact bundling shell script,tools,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/tools/bundle-artifact.sh.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
96,tools,frame_cmposer.py,tool,Frame composition utility,tools,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/tools/frame_cmposer.py.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
97,tools,generate_report.py,tool,Report generation script,tools,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/tools/generate_report.py.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
98,tools,generate_review.py,tool,Review generation script,tools,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/tools/generate_review.py.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
99,tools,gif-builder.py,tool,GIF building and animation utility,tools,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/tools/gif-builder.py.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
100,tools,gif_easing.py,tool,GIF easing and animation effects utility,tools,1,active,https://github.com/sourovdeb/ai_agent_skills/blob/claude/jolly-fermi-gkbw49/tools/gif_easing.py.md,claude/jolly-fermi-gkbw49,2026-07-26,2026-07-26
